Unnamed: 0,avg_price
0,0.0103245410702697
1,0.0102658844278686
2,0.0101485587954405
3,0.0101485587954405
4,0.0099139033782447
5,0.0088580039739934
6,0.009268624824514
7,0.0097379224385232
8,0.0095619358989858
9,0.0093859535477435
10,0.0097379222593644
11,0.0102072222417009
12,0.0103245410702697
13,0.0103832032416934
14,0.0101485587954405
15,0.0101485587954405
16,0.0100312344298615
17,0.0095032711320462
18,0.0092099669733036
19,0.0095032779307034
20,0.0096205925548939
21,0.010265878898846
22,0.0112044705587763
23,0.0124363757459365
24,0.0121430732870457
25,0.0120844028471007
26,0.0119084245531676
27,0.0120257462696708
28,0.0111458224367741
29,0.0108525114390585
30,0.0105591965031307
31,0.010089896612651
32,0.0099139087974334
33,0.0098552466180771
34,0.0103245410702697
35,0.0105591965031307
36,0.0106178586923101
37,0.0106765248404291
38,0.0105005275845408
39,0.0103832088002042
40,0.0105591965031307
41,0.0105591965031307
42,0.0106178586923101
43,0.0105005275845408
44,0.0105591965031307
45,0.0109111666772614
46,0.0107351830706689
47,0.0106765248404291
48,0.0106765208814895
49,0.0107351870399722
50,0.0107351870399722
51,0.0105005331725397
52,0.0098552466180771
53,0.0095032779307034
54,0.0086820094044197
55,0.0073327674299136
56,0.007567417278174
57,0.0070981284707075
58,0.0062768501216312
59,0.0055142490595739
60,0.0018185183235022
61,0.0019358505566793
62,0.0035783979913704
63,0.001525218688871
64,0.0013492321303677
65,0.0005279566692637
66,0.000879936461068
67,0.0005279566298582
68,0.0004106323433851
69,0.0020531737188913
70,0.0027571209566112
71,0.0022291642806985
72,0.001525218688871
73,0.001114572676305
74,0.0012319133061822
75,0.001114572676305
76,0.0009972579703995
77,0.0010559105390386
78,0.0013492377287273
79,0.0009972579703995
80,0.0009385986557011
81,0.000703947063592
82,0.0007039498771688
83,0.0004692945063244
84,0.0002933080175066
85,0.0007626092449535
86,0.0012905699441999
87,0.0011732510949097
88,0.0012905755174548
89,0.000821271426315
90,0.0006452809553596
91,0.0004106323043567
92,0.0001759865307756
93,0.0
94,5.866217692522496e-05
95,5.866217692522496e-05
96,0.0011732454664193
97,0.001642542951927
98,0.001642542951927
99,0.0019358562481831
100,0.0021705050315861
101,0.0031677533388683
102,0.0039303640598488
103,0.0038717072121873
104,0.0038130384098951
105,0.0031677561565772
106,0.0034024032530476
107,0.0044583316034832
108,0.0041650181632631
109,0.0039890315926176
110,0.003871700575159
111,0.0045169879762089
112,0.0051036097582036
113,0.0053382624836084
114,0.0063355202200763
115,0.0074500995449919
116,0.0072741150487987
117,0.0069221322923607
118,0.0068048175072223
119,0.0065701661581054
120,0.0067461555747382
121,0.0070981284707075
122,0.0066288283425386
123,0.0063941702510005
124,0.0062768459426766
125,0.0060422014505344
126,0.0060422014505344
127,0.0063355202200763
128,0.0067461553145253
129,0.0068048175072223
130,0.0069221418926164
131,0.0069807944548683
132,0.0066288311876919
133,0.0063355136098749
134,0.0063941702510005
135,0.0059835393372196
136,0.0054555868675854
137,0.0051036097582036
138,0.0046929775096289
139,0.0051036097582036
140,0.005279596292802
141,0.0057488907202253
142,0.0053969246755969
143,0.0049862786572101
144,0.0048102990379555
145,0.0049276165026759
146,0.0056315663294925
147,0.0057124587310464
148,0.0057715939653382
149,0.0058898754126526
150,0.0060081513223089
151,0.006362949082737
152,0.0070725733037172
153,0.0070725746952436
154,0.0066586252995308
155,0.0060081513223089
156,0.0059490160332844
157,0.0060081513223089
158,0.0057715939653382
159,0.0058307401415194
160,0.0056533234967545
161,0.0057716048703862
162,0.0062446785960194
163,0.0064220939326062
164,0.0070725746952436
165,0.0070134381076576
166,0.0068951828091169
167,0.007190843798615
168,0.0071317085511661
169,0.0068360475132624
170,0.0064220926571306
171,0.0063038298505721
172,0.0074273887981994
173,0.0077822003571484
174,0.0075456635041738
175,0.0077230650973235
176,0.0076047945776739
177,0.0071317099470684
178,0.0071908451988932
179,0.0073091224135085
180,0.0073682576861749
181,0.0076639365637936
182,0.0075456635041738
183,0.0066586252995308
184,0.0059490160332844
185,0.0061264175593546
186,0.0060081513223089
187,0.0057715939653382
188,0.0060081457636608
189,0.00654037103399
190,0.0064812292072565
191,0.0063038221161392
192,0.0063038221161392
193,0.0062446868456435
194,0.0063038221161392
195,0.006126421900358
196,0.0062446881086552
197,0.006008145954919
198,0.0060672866113334
199,0.0058898754126526
200,0.0052985189506108
201,0.0051802471073527
202,0.0045297580450141
203,0.0048254355865331
204,0.005180248434391
205,0.0053576527378747
206,0.0058307401415194
207,0.0057124587310464
208,0.0054167879908952
209,0.0054759232439156
210,0.0052393822739342
211,0.0055608992604148
212,0.0058590618251371
213,0.0059186959639193
214,0.0059783281644225
215,0.0057994315629127
216,0.0062168579357051
217,0.0063361223431519
218,0.0062765003641854
219,0.0063957545468754
220,0.0064553888805167
221,0.0069324406578329
222,0.0072306051555588
223,0.0071113372333238
224,0.0069920761621565
225,0.0071113372333238
226,0.0069920728496632
227,0.0069324439597769
228,0.0068131795550177
229,0.0061572227948012
230,0.0060976036514447
231,0.0061572358890249
232,0.0065150218338997
233,0.0069920763437273
234,0.0072306051555588
235,0.0072306051555588
236,0.0071113372333238
237,0.0069324406578329
238,0.0068728117573973
239,0.0071113407496431
240,0.0069920761621565
241,0.0069324439597769
242,0.0069920728496632
243,0.0069920761621565
244,0.0069324439597769
245,0.0072306045683091
246,0.0075883884904814
247,0.0073498695614746
248,0.0070517050414935
249,0.0069324439597769
250,0.0068131795550177
251,0.0065746533019302
252,0.0061572227948012
253,0.0059783262130028
254,0.0060379714138644
255,0.0062764901394285
256,0.0063361223431519
257,0.0063361223431519
258,0.0063361223431519
259,0.0063361223431519
260,0.0061572358890249
261,0.0063361223431519
262,0.0063361223431519
263,0.0063361223431519
264,0.0060975906008684
265,0.0057397958257126
266,0.0055012635108926
267,0.0053819991586716
268,0.005024215904483
269,0.004785687060504
270,0.0059186989841558
271,0.0070517085466852
272,0.0067535506864349
273,0.0064553867505988
274,0.0062764901394285
275,0.0062168579357051
276,0.0063601628878492
277,0.006600596087489
278,0.0071415705709705
279,0.0072617816880951
280,0.0087043738372192
281,0.0090650355769791
282,0.0094256729862403
283,0.0094857976524907
284,0.0091251425480208
285,0.0088246023866666
286,0.0090650355769791
287,0.0093655647238219
288,0.0091251438745572
289,0.0093655647238219
290,0.0090049315083625
291,0.0090650355769791
292,0.0090650342542656
293,0.0091852399365666
294,0.0094256729862403
295,0.0089448176667551
296,0.0089448231985265
297,0.0090049259605104
298,0.0090049259605104
299,0.0090049259605104
300,0.0093054727258261
301,0.0095459059613789
302,0.0091251438745572
303,0.0093655810347143
304,0.008524058372317
305,0.0083437456983737
306,0.0083437335020734
307,0.0083437335020734
308,0.0083437335020734
309,0.0083437335020734
310,0.0080432016091866
311,0.0082836252119922
312,0.0086442816493467
313,0.0087644928571791
314,0.0088847093729999
315,0.0089448176667551
316,0.008524058372317
317,0.0084038540249707
318,0.0084038540249707
319,0.0083437335020734
320,0.0084038417921546
321,0.0084038540249707
322,0.0080431948498906
323,0.0079830932900552
324,0.0079830865513042
325,0.0078628796255502
326,0.0076825546407901
327,0.0077426533569584
328,0.0078628796255502
329,0.0079830932900552
330,0.0080431948498906
331,0.0081634086318298
332,0.0082836348857122
333,0.0082836373717766
334,0.0082235265665808
335,0.0082836252119922
336,0.0082836252119922
337,0.008223516921911
338,0.0083437456983737
339,0.0087303312654688
340,0.0090935766834863
341,0.0090935828664057
342,0.0086092590173904
343,0.0086697905357336
344,0.0087303312654688
345,0.0086697997745405
346,0.0087303405316906
347,0.0087908719952041
348,0.0088514198634819
349,0.0087303312654688
350,0.009054093345019
351,0.0091155919507293
352,0.0093615906280708
353,0.0096075749383111
354,0.0096075749383111
355,0.0095460864824129
