Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1973-02-21 00:00:00-05:00,0.9404611587524414,0.9404611587524414,0.9404611587524414,0.9404611587524414,164400,0.0,0.0
1973-02-22 00:00:00-05:00,0.9471312165260316,0.9471312165260316,0.9471312165260316,0.9471312165260315,188400,0.0,0.0
1973-02-23 00:00:00-05:00,0.9471312165260316,0.9471312165260316,0.9471312165260316,0.9471312165260315,222000,0.0,0.0
1973-02-26 00:00:00-05:00,0.9271215200424194,0.9271215200424194,0.9271215200424194,0.9271215200424194,61200,0.0,0.0
1973-02-27 00:00:00-05:00,0.8937715888023376,0.8937715888023376,0.8937715888023376,0.8937715888023376,368400,0.0,0.0
1973-02-28 00:00:00-05:00,0.8871022462844849,0.8871022462844849,0.8871022462844849,0.8871022462844849,414000,0.0,0.0
1973-03-01 00:00:00-05:00,0.8404127359390259,0.8404127359390259,0.8404127359390259,0.8404127359390259,444000,0.0,0.0
1973-03-02 00:00:00-05:00,0.853752076625824,0.853752076625824,0.853752076625824,0.853752076625824,109200,0.0,0.0
1973-03-05 00:00:00-05:00,0.8971058130264282,0.8971058130264282,0.8971058130264282,0.8971058130264282,135600,0.0,0.0
1973-03-06 00:00:00-05:00,0.9271215200424194,0.9271215200424194,0.9271215200424194,0.9271215200424194,202800,0.0,0.0
1973-03-07 00:00:00-05:00,0.9171162247657776,0.9171162247657776,0.9171162247657776,0.9171162247657776,184800,0.0,0.0
1973-03-08 00:00:00-05:00,0.9304566383361816,0.9304566383361816,0.9304566383361816,0.9304566383361816,64800,0.0,0.0
1973-03-09 00:00:00-05:00,0.8971058130264282,0.8971058130264282,0.8971058130264282,0.8971058130264282,290400,0.0,0.0
1973-03-12 00:00:00-05:00,0.8937715888023376,0.8937715888023376,0.8937715888023376,0.8937715888023376,312000,0.0,0.0
1973-03-13 00:00:00-05:00,0.8871022462844849,0.8871022462844849,0.8871022462844849,0.8871022462844849,50400,0.0,0.0
1973-03-14 00:00:00-05:00,0.883766770362854,0.883766770362854,0.883766770362854,0.883766770362854,73200,0.0,0.0
1973-03-15 00:00:00-05:00,0.853752076625824,0.853752076625824,0.853752076625824,0.853752076625824,147600,0.0,0.0
1973-03-16 00:00:00-05:00,0.8504167199134827,0.8504167199134827,0.8504167199134827,0.8504167199134827,73200,0.0,0.0
1973-03-19 00:00:00-05:00,0.8570867776870728,0.8570867776870728,0.8570867776870728,0.8570867776870728,109200,0.0,0.0
1973-03-20 00:00:00-05:00,0.8404127359390259,0.8404127359390259,0.8404127359390259,0.8404127359390259,169200,0.0,0.0
1973-03-21 00:00:00-05:00,0.8404127359390259,0.8404127359390259,0.8404127359390259,0.8404127359390259,168000,0.0,0.0
1973-03-22 00:00:00-05:00,0.830407977104187,0.830407977104187,0.830407977104187,0.830407977104187,108000,0.0,0.0
1973-03-23 00:00:00-05:00,0.8270723819732666,0.8270723819732666,0.8270723819732666,0.8270723819732666,231600,0.0,0.0
1973-03-26 00:00:00-05:00,0.8604227900505066,0.8604227900505066,0.8604227900505066,0.8604227900505066,80400,0.0,0.0
1973-03-27 00:00:00-05:00,0.8704269528388977,0.8704269528388977,0.8704269528388977,0.8704269528388977,1088400,0.0,0.0
1973-03-28 00:00:00-05:00,0.883766770362854,0.883766770362854,0.883766770362854,0.883766770362854,162000,0.0,0.0
1973-03-29 00:00:00-05:00,0.8937715888023376,0.8937715888023376,0.8937715888023376,0.8937715888023376,124800,0.0,0.0
1973-03-30 00:00:00-05:00,0.8937715888023376,0.8937715888023376,0.8937715888023376,0.8937715888023376,150000,0.0,0.0
1973-04-02 00:00:00-05:00,0.8770963549613952,0.8770963549613952,0.8770963549613952,0.8770963549613953,97200,0.0,0.0
1973-04-03 00:00:00-05:00,0.8704269528388977,0.8704269528388977,0.8704269528388977,0.8704269528388977,60000,0.0,0.0
1973-04-04 00:00:00-05:00,0.8770963549613952,0.8770963549613952,0.8770963549613952,0.8770963549613953,54000,0.0,0.0
1973-04-05 00:00:00-05:00,0.8770963549613952,0.8770963549613952,0.8770963549613952,0.8770963549613953,106800,0.0,0.0
1973-04-06 00:00:00-05:00,0.8804322481155396,0.8804322481155396,0.8804322481155396,0.8804322481155396,97200,0.0,0.0
1973-04-09 00:00:00-05:00,0.8770963549613952,0.8770963549613952,0.8770963549613952,0.8770963549613953,116400,0.0,0.0
1973-04-10 00:00:00-05:00,0.8637570738792419,0.8637570738792419,0.8637570738792419,0.8637570738792419,322800,0.0,0.0
1973-04-11 00:00:00-05:00,0.9137818217277527,0.9137818217277527,0.9137818217277527,0.9137818217277527,346800,0.0,0.0
1973-04-12 00:00:00-05:00,0.9304566383361816,0.9304566383361816,0.9304566383361816,0.9304566383361816,164400,0.0,0.0
1973-04-13 00:00:00-05:00,0.9304566383361816,0.9304566383361816,0.9304566383361816,0.9304566383361816,183600,0.0,0.0
1973-04-16 00:00:00-05:00,0.9271215200424194,0.9271215200424194,0.9271215200424194,0.9271215200424194,69600,0.0,0.0
1973-04-17 00:00:00-05:00,0.9404611587524414,0.9404611587524414,0.9404611587524414,0.9404611587524414,213600,0.0,0.0
1973-04-18 00:00:00-05:00,0.9404611587524414,0.9404611587524414,0.9404611587524414,0.9404611587524414,52800,0.0,0.0
1973-04-19 00:00:00-05:00,0.9938203692436217,0.9938203692436217,0.9938203692436217,0.9938203692436218,348000,0.0,0.0
1973-04-23 00:00:00-05:00,0.9671406149864197,0.9671406149864197,0.9671406149864197,0.9671406149864197,175200,0.0,0.0
1973-04-24 00:00:00-05:00,0.9237868785858154,0.9237868785858154,0.9237868785858154,0.9237868785858154,327600,0.0,0.0
1973-04-25 00:00:00-05:00,0.9071115255355835,0.9071115255355835,0.9071115255355835,0.9071115255355835,164400,0.0,0.0
1973-04-26 00:00:00-05:00,0.9271215200424194,0.9271215200424194,0.9271215200424194,0.9271215200424194,489600,0.0,0.0
1973-04-27 00:00:00-05:00,0.9071115255355835,0.9071115255355835,0.9071115255355835,0.9071115255355835,118800,0.0,0.0
1973-04-30 00:00:00-04:00,0.9304566383361816,0.9304566383361816,0.9304566383361816,0.9304566383361816,44400,0.0,0.0
1973-05-01 00:00:00-04:00,0.9204506278038025,0.9204506278038025,0.9204506278038025,0.9204506278038025,44400,0.0,0.0
1973-05-02 00:00:00-04:00,0.9104465842247009,0.9104465842247009,0.9104465842247009,0.9104465842247009,90000,0.0,0.0
1973-05-03 00:00:00-04:00,0.0,0.9271204581142505,0.8871008656010417,0.9204506278038025,256800,0.0,0.0
1973-05-04 00:00:00-04:00,0.0,0.9271213408439093,0.9071115255355835,0.9071115255355835,84000,0.0,0.0
1973-05-07 00:00:00-04:00,0.0,0.9204516595142493,0.900441840829157,0.9137818217277527,145200,0.0,0.0
1973-05-08 00:00:00-04:00,0.0,0.9237856956216566,0.9071106618576461,0.9204506278038025,158400,0.0,0.0
1973-05-09 00:00:00-04:00,0.0,0.927121067603791,0.8871014487816783,0.8937715888023376,141600,0.0,0.0
1973-05-10 00:00:00-04:00,0.0,0.9137816675220595,0.8837669445595708,0.9071115255355835,88800,0.0,0.0
1973-05-11 00:00:00-04:00,0.0,0.9471312165260316,0.9071115833583743,0.9471312165260315,103200,0.0,0.0
1973-05-14 00:00:00-04:00,0.0,0.9437965497553913,0.9137818217277527,0.9137818217277527,33600,0.0,0.0
1973-05-15 00:00:00-04:00,0.0,0.9104465965288215,0.8837669445595708,0.9071115255355835,106800,0.0,0.0
1973-05-16 00:00:00-04:00,0.0,0.9271213283144399,0.9104465842247009,0.9104465842247009,22800,0.0,0.0
1973-05-17 00:00:00-04:00,0.0,0.9304565916802761,0.9204516820923161,0.9271215200424194,48000,0.0,0.0
1973-05-18 00:00:00-04:00,0.0,0.940460475739884,0.8971058130264282,0.8971058130264282,117600,0.0,0.0
1973-05-21 00:00:00-04:00,0.0,0.9004414234975362,0.8837666840968095,0.8937715888023376,57600,0.0,0.0
1973-05-22 00:00:00-04:00,0.0,0.9271213408439093,0.9071115255355835,0.9071115255355835,55200,0.0,0.0
1973-05-23 00:00:00-04:00,0.0,0.9271204581142505,0.9071106618576461,0.9204506278038025,39600,0.0,0.0
1973-05-24 00:00:00-04:00,0.0,0.9404611587524414,0.9204513468640916,0.9404611587524414,189600,0.0,0.0
1973-05-25 00:00:00-04:00,0.0,1.0004906774466704,0.953801214274334,0.9971556067466736,250800,0.0,0.0
1973-05-29 00:00:00-04:00,0.0,1.0271713002352547,0.9938217829412994,1.013831615447998,150000,0.0,0.0
1973-05-30 00:00:00-04:00,0.0,1.0004914281560802,0.9538019299507141,0.9538019299507141,328800,0.0,0.0
1973-05-31 00:00:00-04:00,0.0,0.960471510887146,0.9471315270162677,0.960471510887146,602400,0.0,0.0
1973-06-01 00:00:00-04:00,0.0,0.9671406719794908,0.9437960982322693,0.9437960982322693,262800,0.0,0.0
1973-06-04 00:00:00-04:00,0.0,0.9371262484980721,0.9071115255355835,0.9071115255355835,51600,0.0,0.0
1973-06-05 00:00:00-04:00,0.0,0.9337905937499588,0.9071106618576461,0.9204506278038025,68400,0.0,0.0
1973-06-06 00:00:00-04:00,0.0,0.940461501268236,0.9237867537301727,0.9271215200424194,102000,0.0,0.0
1973-06-07 00:00:00-04:00,0.0,0.9337916970252992,0.920451715317948,0.9337916970252991,13200,0.0,0.0
1973-06-08 00:00:00-04:00,0.0,0.953801358937688,0.9404613794399455,0.9471312165260315,274800,0.0,0.0
1973-06-11 00:00:00-04:00,0.0,0.9571359157562257,0.9471310096496257,0.9571359157562256,259200,0.0,0.0
1973-06-12 00:00:00-04:00,0.0,0.9671406149864197,0.933791138648382,0.9671406149864197,174000,0.0,0.0
1973-06-13 00:00:00-04:00,0.0,0.9671410331098602,0.9471312165260316,0.9471312165260315,40800,0.0,0.0
1973-06-14 00:00:00-04:00,0.0,0.9538019299507141,0.947131783545838,0.9538019299507141,27600,0.0,0.0
1973-06-15 00:00:00-04:00,0.0,0.9404615352161643,0.9271215535088131,0.9337916970252991,52800,0.0,0.0
1973-06-18 00:00:00-04:00,0.0,0.9337916633181327,0.9271215200424194,0.9271215200424194,14400,0.0,0.0
1973-06-19 00:00:00-04:00,0.0,0.9304561715298562,0.8971063861873204,0.9037765264511108,42000,0.0,0.0
1973-06-20 00:00:00-04:00,0.0,0.9137813982133941,0.890436518792008,0.8937715888023376,49200,0.0,0.0
