,avg_price
0,0.005072176031544997
1,0.006283859725428353
2,0.006021330545935661
3,0.004001857979352139
4,0.006307406930331653
5,0.008623035057962032
6,0.008394171032772292
7,0.008488430622077858
8,0.008495146130939513
9,0.00730369911448621
10,0.006273792881476651
11,0.005025079819295207
12,0.004971202537507087
13,0.004860134197491311
14,0.004587527944667033
15,0.005782379170213898
16,0.008777889406726282
17,0.01081752764342127
18,0.011595036289084792
19,0.012735995721299916
20,0.012836977036401565
21,0.014503028432415712
22,0.014210196886754489
23,0.012049382696713847
24,0.008141763401209411
25,0.005735253424843453
26,0.004961115032365818
27,0.00499478969805826
28,0.005617433938985603
29,0.007906146807053151
30,0.007670546703080126
31,0.010316032076907495
32,0.011938316552095981
33,0.013055754628532036
34,0.013089413773608597
35,0.012389321517664713
36,0.012567712010307448
37,0.012197477920477966
38,0.012231137542646363
39,0.012325383407206358
40,0.01191476895022855
41,0.011995540416372123
42,0.01243308672709431
43,0.012786497254470477
44,0.012258067819218562
45,0.011369512188426438
46,0.010965631318120034
47,0.009302954993507247
48,0.009622679995324472
49,0.010093883670604807
50,0.011170930965620553
51,0.010699712321650645
52,0.009774117722704468
53,0.00943756818461856
54,0.009501515894149548
55,0.00943756484292504
56,0.008868748384418139
57,0.009558722651122916
58,0.009992905564547903
59,0.01019487130907789
60,0.010295843189353802
61,0.009925597490996802
62,0.00903370168243343
63,0.0084951813457282
64,0.008242730924410292
65,0.008188881698722287
66,0.005348183746692943
67,0.004850055313700073
68,0.005546771349886862
69,0.005533307744239569
70,0.0054996491133041826
71,0.006728146802696155
72,0.0082595600300906
73,0.008784626684602835
74,0.009437557054342866
75,0.00970346558422015
76,0.009134649956726066
77,0.009111103763007196
78,0.008747584928863655
79,0.009353413690838362
80,0.01006023973254892
81,0.01078388979524537
82,0.011275270124978138
83,0.010652590458853318
84,0.009198602086909136
85,0.008623063846084734
86,0.009134648993777842
87,0.009504870974788027
88,0.011288721897441914
89,0.013022098557801112
90,0.013641372321051979
91,0.013543795063631809
92,0.014435714650573615
93,0.01473862223186783
94,0.015209828435921455
95,0.015169445988511084
96,0.016236396070795293
97,0.016774909811798102
98,0.017330251561466274
99,0.018508269121637184
100,0.024785401036315786
101,0.026064355984138636
102,0.025710981960500753
103,0.027191893056529446
104,0.029386359020009124
105,0.02883099053624804
106,0.028854578865844405
107,0.028487708454828297
108,0.02964215168444341
109,0.030446555434310643
110,0.029635395849522503
111,0.028995969423123713
112,0.028319439136942254
113,0.02971957153665123
114,0.03195440263469536
115,0.03230108499679697
116,0.03186691487798302
117,0.03195109288592065
118,0.030796610523708044
119,0.029881123466037357
120,0.027881892208036173
121,0.02948059131364906
122,0.028268950066521897
123,0.026360540793259776
124,0.023943944612192656
125,0.0255258735629286
126,0.02749477366286634
127,0.028356425869338942
128,0.028369931768227972
129,0.026922626670940746
130,0.02633024948912388
131,0.028672823203327223
132,0.02816123778386529
133,0.02643124786851967
134,0.0268552999156834
135,0.026653363604901514
136,0.028437193002352125
137,0.02897909560344315
138,0.030258097516866728
139,0.03089424738777969
140,0.03167507331746311
141,0.030557640964026446
142,0.028417042510000108
143,0.023940575366119675
144,0.024142504811627226
145,0.022870261426411742
146,0.021385949313148737
147,0.01849144131786599
148,0.016761418053192895
149,0.017639897983263254
150,0.018373625696643366
151,0.0181380326998483
152,0.01590318150738481
153,0.013631274137433005
154,0.01443908051894497
155,0.011887833438013114
156,0.010332846214548306
157,0.011706067520593272
158,0.013163453953323606
159,0.012264795231990049
160,0.009218788601502973
161,0.007249848605909504
162,0.009619330969824294
163,0.011238266721635328
164,0.012039316448569872
165,0.014149617378412317
166,0.01495737309014607
167,0.015953640466990812
168,0.015452153421770776
169,0.013237492891854306
170,0.010521350142811723
171,0.00977412679110832
172,0.010851186115421504
173,0.011810415147727578
174,0.014099139352499195
175,0.01471843650013455
176,0.015953670790945246
177,0.016441702153171176
178,0.017713943539692786
179,0.018575571474118965
180,0.020601781409373344
181,0.02143645850140025
182,0.021991817331591536
183,0.02249666741251747
184,0.022503427835820072
185,0.022341827525705175
186,0.021739377199697603
187,0.0205277086137365
188,0.01936652551377495
189,0.020144012912878942
190,0.01814141724273439
191,0.01596376916005442
192,0.015596887281453274
193,0.016774920067368512
194,0.01796974287273178
195,0.019955526984473764
196,0.0226010116655442
197,0.021688905416512628
198,0.020941747975538137
199,0.021224453707435302
200,0.02174945215172162
201,0.020662329193479854
202,0.019336250861258467
203,0.019009757829379765
204,0.017835118801333785
205,0.015994050539427093
206,0.019164598488110852
207,0.022062518617290788
208,0.022500027131795018
209,0.021079699570768436
210,0.020568106340439603
211,0.022537049527081562
212,0.022893810673913485
213,0.021190776043444888
214,0.021695630302025717
215,0.021015776943548635
216,0.020547910992302108
217,0.02006659264736217
218,0.022008668974388534
219,0.024075211805062283
220,0.025953320920611173
221,0.02535084429562664
222,0.022964487491840675
223,0.020214706471236386
224,0.0221533628934211
225,0.022210564391336056
226,0.022419266240074447
227,0.02277267896740036
228,0.02231156919219871
229,0.021904342139663344
230,0.02132538820430407
231,0.02112009754179881
232,0.021540825772073023
233,0.020056485303847432
234,0.020598372736310797
235,0.020228162418338316
236,0.020043034839930987
237,0.019400177764789975
238,0.019622355365818907
239,0.018592418766361578
240,0.017868780337826736
241,0.018642884524561178
242,0.021076351520858332
243,0.021867264364198242
244,0.021120056285197333
245,0.020389730901627916
246,0.020803693684283947
247,0.022257678219995296
248,0.021964910906656327
249,0.019736754136719322
250,0.016714311310982027
251,0.017919263592767243
252,0.019282382633852183
253,0.01756248339598977
254,0.015583426782071292
255,0.01600748596888481
256,0.01695664484726271
257,0.017175430407086443
258,0.01776779068806155
259,0.02004304872858961
260,0.020292089791372377
261,0.01844432204586128
262,0.015088657029796965
263,0.015546435336084182
264,0.0166470186871274
265,0.015973842883218854
266,0.015499292058948058
267,0.015458870586029074
