,avg_price
0,5.047774768814029e-05
1,8.413190603884619e-05
2,0.0
3,6.730863190681564e-05
4,0.0006057895819003983
5,0.0006730965284432179
6,0.0006057823726288461
7,0.00043750712253908165
8,0.00015144484161553292
9,0.00028606988164235386
10,0.0004206857372895133
11,0.00042068569819027167
12,0.00043751347787114467
13,0.0003197248570008852
14,0.0001682785583376775
15,0.0005889554791047148
16,0.0008750186039209918
17,0.0008581984841503843
18,0.0008581946791791457
19,0.0004711615456295945
20,0.00021875212710261322
21,0.000555302627484633
22,0.0007404036460597742
23,0.0007740548077285154
24,0.0007403998620198136
25,0.0007235755137334147
26,0.0007235731698656871
27,0.0008750262267908448
28,0.0006731000370681123
29,0.0004375134370335119
30,0.0006394360658273372
31,0.0006899203323032354
32,0.000622616805341963
33,0.0003197248570008852
34,0.0002692421502348614
35,0.0003197248570008852
36,0.0003197158610221207
37,0.0006730923055578725
38,0.00048798875717484964
39,0.0005384764887631992
40,0.0006226173258091147
41,0.000504822050305005
42,0.0006057847999312587
43,0.0006562648607701628
44,0.0007067477776748998
45,0.005409987987811632
46,0.005822254990980932
47,0.0054183961986509965
48,0.0048462719761275625
49,0.005165996823286343
50,0.00553619747636814
51,0.004913586807405159
52,0.004913577395857206
53,0.004980892835664304
54,0.005048196985055163
55,0.005401579256389775
56,0.0055698427024654315
57,0.005586679142888188
58,0.005300616955066006
59,0.005468889712629975
60,0.005502543788608755
61,0.005401579930870872
62,0.005586672985021999
63,0.0057212994022702275
64,0.006141966769067085
65,0.0066804540222584466
66,0.006394378037767578
67,0.006091497002693599
68,0.005637160809408235
69,0.0056539893077294815
70,0.0062934190843716145
71,0.006125153685500751
72,0.005620327939376721
73,0.005754947891701645
74,0.0058895633323057615
75,0.006158810651448459
76,0.006259765888890453
77,0.006781419432928068
78,0.007016999330997138
79,0.006613148299875695
80,0.006411215825820627
81,0.0060241898359431134
82,0.00599053273411804
83,0.006343894847187371
84,0.00634389640858755
85,0.006192460930415498
86,0.006192460322473864
87,0.006192461450882531
88,0.005906393890551793
89,0.0055698462885450635
90,0.005754952806419558
91,0.005216471752533563
92,0.005160175594238034
93,0.004822457690159766
94,0.0042314467737178
95,0.004822455325572665
96,0.005041973566235991
97,0.004957545258141752
98,0.005210828558640388
99,0.005447232701430443
100,0.005835609058290999
101,0.006088898138052415
102,0.005666755902469162
103,0.005683640130748936
104,0.005379693668943086
105,0.00522771596023443
106,0.004940658896281916
107,0.004873114925394409
108,0.005177062032245096
109,0.005632986549083835
110,0.005970707005583113
111,0.005903152395070055
112,0.0061057965776622645
113,0.006240881112037887
114,0.005903163111129706
115,0.00605513579821934
116,0.005920047909612473
117,0.005903153497246243
118,0.005936927050652855
119,0.0060720134113394
120,0.006105785080790028
121,0.005582325827921218
122,0.005514776562144339
123,0.005666758234312565
124,0.005936937265950686
125,0.006207113218117107
126,0.00635908051008457
127,0.006359082831293186
128,0.006679919190386256
129,0.006916322591775465
130,0.0071358280725834855
131,0.0068994288279391495
132,0.007000749459863002
133,0.007017625141817332
134,0.006814999633416272
135,0.007000749459863002
136,0.007068282645379977
137,0.007034511498618209
138,0.006983847157357697
139,0.006882531655286122
140,0.006730566101483714
141,0.006561713468687971
142,0.006595478368754125
143,0.006663023021352681
144,0.006561699799023494
145,0.006663021454512493
146,0.006173341718199455
147,0.006207113218117107
148,0.0059031620665691885
149,0.005734299846345835
150,0.005936937265950686
151,0.006004468967078596
152,0.005869390380482613
153,0.005864143759815509
154,0.005694706306816058
155,0.005389727362007274
156,0.005643878301065768
157,0.006270781495447741
158,0.006067451460325187
159,0.00603356465081584
160,0.006067459632963854
161,0.005762484312556723
162,0.005813313774159672
163,0.005830254530839264
164,0.005830244284810325
165,0.006338541864913402
166,0.006423260454090738
167,0.006423265823449923
168,0.006660472911036473
169,0.006863787240155796
170,0.0070671117938011134
171,0.006897674056774973
172,0.006524920887441637
173,0.006338545921024238
174,0.006338550189555267
175,0.006423259146555269
176,0.0072026568575071885
177,0.008049811971252738
178,0.008134532312718358
179,0.008083697732180678
180,0.00813452446969841
181,0.00827007675476317
182,0.008185363944053808
183,0.00804981249530527
184,0.008320900056241125
185,0.007965096535638245
186,0.007439860002481829
187,0.00684684722977772
188,0.00706711126974833
189,0.007050165000599712
190,0.006829904921797378
191,0.0065926916136289405
192,0.006677416059707291
193,0.007321251565496738
194,0.007100992870704713
195,0.006897676672214452
196,0.00662657632526512
197,0.006219941159546645
198,0.00635549386203085
199,0.006287714257728009
200,0.006101337188240803
201,0.005999688037257673
202,0.006541861139833317
203,0.007236549062188298
204,0.007897335220905155
205,0.007795663082995494
206,0.00847340848975996
207,0.008287032738326965
208,0.008591990934669108
209,0.008625897931497109
210,0.008998622438336254
211,0.008930870474568486
212,0.00898169137107325
213,0.009489981411709075
214,0.009845799987019855
215,0.009811912722754543
216,0.010876300304138362
217,0.010247661293833341
218,0.010043778154324742
219,0.009805912526645399
220,0.009228244071539335
221,0.009669975613004521
222,0.01031562254232592
223,0.010519507999934343
224,0.010553485344099733
225,0.010536489249580169
226,0.010604458381485627
227,0.011046197478604762
228,0.011386001817455579
229,0.010961235616417448
230,0.010757350131973247
231,0.010757361096113832
232,0.010995226572417308
233,0.010791345037604724
234,0.010587459498875518
235,0.010757361096113832
236,0.010825330040125774
237,0.011012207950794937
238,0.011844731646680729
239,0.012898114488612465
240,0.012898133707229158
241,0.013288897556474605
242,0.013390838036924528
243,0.013526770057944558
244,0.013085015867375932
245,0.012830171760841256
246,0.013305893051019937
247,0.013628709570582412
248,0.013662684790357996
249,0.013577738786628017
250,0.0134248181970745
251,0.013000054940936652
252,0.012218519390863252
253,0.012864132761325218
254,0.012898114488612465
255,0.01306803339535175
256,0.013322883660847364
257,0.014104442325008001
258,0.014614136207741492
259,0.014393260576528018
260,0.013917543141261183
261,0.014104441799503367
262,0.014682089052572365
263,0.014580167483648076
264,0.014155431955845543
265,0.014478216548329923
266,0.013798602819156673
267,0.013730646174490359
268,0.013543760145775798
269,0.013186964530391934
270,0.013237936441177923
271,0.012167552218611748
272,0.011878735092412326
273,0.011946672658512403
274,0.012660263799210435
275,0.01298307694752941
276,0.01393454250517203
277,0.014291306061129364
278,0.01383259270639999
279,0.013917534429369674
280,0.013810131680070325
281,0.014218871304470844
282,0.01455949631190259
283,0.014099676869646562
284,0.013997482311243753
285,0.014031545048399787
286,0.013946401258489532
287,0.013180019295677406
288,0.013350331744004079
289,0.013673889436026496
290,0.013656880628062135
291,0.013554697805711752
292,0.01377607375629014
293,0.013384385435782693
294,0.013861229033028784
295,0.014304031113619574
296,0.01411669660861789
297,0.013946393053329707
298,0.013759057402824836
299,0.013128922063323787
300,0.012703164336367983
301,0.013282191919868166
302,0.013810146379618037
303,0.01413374091893435
304,0.014014498717163251
305,0.013690925042490384
306,0.013486558235688029
307,0.013588742046267591
308,0.013469543991016707
309,0.013588741030301372
310,0.013605788690133349
311,0.01314594958103135
312,0.012907531000951175
313,0.012447700012572081
314,0.01183459122663954
315,0.012464744421878761
316,0.012992674088155758
317,0.013026743505403037
318,0.013333294410713379
319,0.01338437467377048
320,0.013452495982952119
321,0.013282203682613828
322,0.013469527776175851
323,0.013622810739725228
324,0.013435465276891734
325,0.012958616904417042
326,0.012737216903564951
327,0.01283940231331656
328,0.013094858196193965
329,0.01300970560273376
330,0.0129415840357947
331,0.012771279175281477
332,0.012430673262182518
333,0.011970848187874058
334,0.011953809900506105
335,0.012328479782523001
336,0.01328219114128215
337,0.01355469898229904
338,0.013418454683522691
339,0.014235923225657532
340,0.014900095964097389
341,0.01607520679593996
342,0.01622848800342303
343,0.01571757784501255
344,0.015530230817196278
345,0.015479150234662386
346,0.015411012385226583
347,0.015394000387312866
348,0.015547247817901323
349,0.015581308725789271
350,0.01570886175011695
351,0.015538100160590654
352,0.01543564021827514
353,0.01543565044579665
354,0.015589340946513111
355,0.01574303401433999
356,0.01577719396518543
357,0.015845480504028328
358,0.01601625195098737
359,0.01591378813763043
360,0.015794270633703467
361,0.015743026530673866
362,0.015777193437002925
363,0.016050422246021576
